,full_aspect,aspect,opinion,opinion_tags,aspect_tags,valence1,valence2,valence3,valence4,arousal1,arousal2,arousal3,arousal4,dominance1,dominance2,dominance3,dominance4
331,detailed feedback,feedback,detailed,"[('detailed', 'JJ')]","[('feedback', 'NN')]",6.16,6.24,6.425,6.687,4.273,4.317,4.125,4.11,5.592,5.588,5.742,5.822
332,early feedback,feedback,early,"[('early', 'JJ')]","[('feedback', 'NN')]",5.691,5.544,5.822,5.719,4.469,4.643,4.409,4.581,5.463,5.374,5.521,5.457
333,good feedback,feedback,good,"[('good', 'JJ')]","[('feedback', 'NN')]",6.385,6.599,7.018,7.631,4.121,4.085,3.781,3.574,5.734,5.812,6.058,6.322
334,great feedback,feedback,great,"[('great', 'JJ')]","[('feedback', 'NN')]",6.452,6.853,6.614,7.138,4.132,4.129,4.057,4.001,6.047,6.338,6.17,6.584
335,more feedback,feedback,more,"[('more', 'JJ')]","[('feedback', 'NN')]",5.92,5.928,6.116,6.218,4.282,4.302,4.196,4.212,5.62,5.63,5.708,5.774
336,positive feedback,feedback,positive,"[('positive', 'JJ')]","[('feedback', 'NN')]",6.053,6.107,6.775,7.213,4.382,4.427,4.533,4.713,5.898,5.978,6.482,6.935
337,useful feedback,feedback,useful,"[('useful', 'JJ')]","[('feedback', 'NN')]",6.428,6.612,6.75,7.17,4.224,4.252,4.01,3.926,6.06,6.222,6.34,6.722
338,input field,field,input,"[('input', 'JJ')]","[('field', 'NN')]",5.58,5.55,5.856,5.923,4.037,4.058,3.366,3.13,5.656,5.643,6.087,6.259
339,new field,field,new,"[('new', 'JJ')]","[('field', 'NN')]",5.819,5.853,6.363,6.681,4.394,4.483,4.111,4.246,5.607,5.584,5.891,5.958
340,other field,field,other,"[('other', 'JJ')]","[('field', 'NN')]",5.58,5.55,6.018,6.161,4.062,4.107,3.661,3.577,5.768,5.779,6.003,6.134
341,password field,field,password,"[('password', 'JJ')]","[('field', 'NN')]",5.709,5.711,5.879,5.957,4.09,4.114,3.67,3.587,5.746,5.751,6.239,6.488
342,special field,field,special,"[('special', 'JJ')]","[('field', 'NN')]",6.07,6.14,6.68,7.16,4.07,4.11,3.52,3.36,5.92,5.96,6.58,7
343,whole field,field,whole,"[('whole', 'JJ')]","[('field', 'NN')]",5.58,5.57,6.09,6.27,4.05,4.07,2.97,2.54,5.56,5.55,6.2,6.43
344,custom field,field,custom,"[('custom', 'JJ')]","[('field', 'NN')]",5.816,5.852,6.116,6.314,4.074,4.126,3.628,3.524,5.81,5.828,5.994,6.122
345,optional field,field,optional,"[('optional', 'JJ')]","[('field', 'NN')]",5.518,5.482,5.91,6.002,3.86,3.862,3.354,3.102,5.838,5.846,6.224,6.464
346,actual file,file,actual,"[('actual', 'JJ')]","[('file', 'NN')]",5.688,5.752,6.194,6.57,4.048,4.112,3.27,3.208,5.316,5.434,5.506,5.958
347,config file,file,config,"[('config', 'JJ')]","[('file', 'NN')]",5.656,5.683,5.811,5.996,4.327,4.457,3.876,4.116,5.446,5.551,5.464,5.892
348,css file,file,css,"[('css', 'JJ')]","[('file', 'NN')]",5.357,5.349,5.343,5.296,4.256,4.363,3.819,4.031,5.357,5.44,5.3,5.641
349,entire file,file,entire,"[('entire', 'JJ')]","[('file', 'NN')]",5.457,5.469,5.646,5.75,3.919,3.99,3.131,2.999,5.236,5.341,5.294,5.634
350,large file,file,large,"[('large', 'JJ')]","[('file', 'NN')]",5.627,5.653,5.934,6.178,4.218,4.312,3.979,4.265,5.46,5.564,5.368,5.745
351,local file,file,local,"[('local', 'JJ')]","[('file', 'NN')]",5.797,5.872,6.267,6.679,4.116,4.229,3.717,3.877,5.575,5.736,5.906,6.551
352,new file,file,new,"[('new', 'JJ')]","[('file', 'NN')]",5.885,5.997,6.504,7.039,4.366,4.574,4.169,4.554,5.276,5.409,5.346,5.714
353,open file,file,open,"[('open', 'JJ')]","[('file', 'NN')]",5.592,5.655,5.7,5.83,4.422,4.6,3.767,3.955,5.403,5.567,5.382,5.762
354,original file,file,original,"[('original', 'JJ')]","[('file', 'NN')]",5.683,5.714,6.351,6.808,4.231,4.359,3.882,4.129,5.598,5.747,6.072,6.801
355,other file,file,other,"[('other', 'JJ')]","[('file', 'NN')]",5.548,5.566,5.614,5.698,3.985,4.087,3.456,3.485,5.542,5.763,5.732,6.32
356,same file,file,same,"[('same', 'JJ')]","[('file', 'NN')]",5.366,5.355,5.338,5.288,4.264,4.405,3.946,4.219,5.278,5.378,5.218,5.522
357,single file,file,single,"[('single', 'JJ')]","[('file', 'NN')]",5.466,5.46,5.78,5.95,3.99,4.086,3.47,3.504,5.22,5.324,5.128,5.39
358,special file,file,special,"[('special', 'JJ')]","[('file', 'NN')]",6.081,6.491,6.346,6.949,3.747,3.861,3.453,3.484,5.419,5.88,5.483,6.063
359,such file,file,such,"[('such', 'JJ')]","[('file', 'NN')]",5.014,4.984,4.646,4.251,4.554,4.708,3.884,4.126,5.204,5.296,5.219,5.522
360,whole file,file,whole,"[('whole', 'JJ')]","[('file', 'NN')]",5.687,5.716,6.04,6.34,4.179,4.304,3.553,3.631,5.541,5.686,5.834,6.449
361,good find,find,good,"[('good', 'JJ')]","[('find', 'NN')]",6.769,7.161,6.84,7.232,3.767,3.878,3.685,3.785,6.121,6.121,6.17,6.157
362,nice find,find,nice,"[('nice', 'JJ')]","[('find', 'NN')]",6.562,6.731,6.645,6.839,3.608,3.645,3.561,3.587,6.292,6.359,6.358,6.454
363,good finding,finding,good,"[('good', 'JJ')]","[('finding', 'NN')]",6.45,7.89,6.45,7.89,4.33,3.66,4.33,3.66,5.71,6.41,5.71,6.41
364,nice finding,finding,nice,"[('nice', 'JJ')]","[('finding', 'NN')]",6.044,6.736,6.218,7.124,4.246,3.738,4.182,3.556,5.754,6.268,5.836,6.478
365,desktop firefox,firefox,desktop,"[('desktop', 'JJ')]","[('firefox', 'NN')]",5.51,5.577,5.754,6.134,4.587,4.54,4.486,4.229,5.401,5.456,5.289,5.436
366,new firefox,firefox,new,"[('new', 'JJ')]","[('firefox', 'NN')]",5.84,6.02,6.514,7.265,4.713,4.657,4.652,4.479,5.423,5.501,5.601,5.901
367,open firefox,firefox,open,"[('open', 'JJ')]","[('firefox', 'NN')]",5.388,5.422,5.542,5.815,4.357,4.298,4.188,3.782,5.413,5.452,5.81,6.21
368,good fit,fit,good,"[('good', 'JJ')]","[('fit', 'NN')]",6.151,6.176,6.841,7.143,4.177,4.115,3.845,3.589,5.727,5.655,6.101,6.101
369,easy fix,fix,easy,"[('easy', 'JJ')]","[('fix', 'NN')]",6.181,6.226,6.684,6.971,3.975,4.051,3.684,3.728,6.088,5.961,6.581,6.512
370,good fix,fix,good,"[('good', 'JJ')]","[('fix', 'NN')]",6.431,6.654,6.859,7.3,3.94,4.02,3.658,3.691,6.147,5.994,6.444,6.299
371,nice fix,fix,nice,"[('nice', 'JJ')]","[('fix', 'NN')]",6.218,6.399,6.389,6.631,3.832,3.898,3.61,3.609,6.223,6.029,6.414,6.235
372,possible fix,fix,possible,"[('possible', 'JJ')]","[('fix', 'NN')]",5.722,5.65,6.2,6.244,4.084,4.178,3.57,3.556,5.612,5.39,6.06,5.732
373,potential fix,fix,potential,"[('potential', 'JJ')]","[('fix', 'NN')]",5.955,5.928,6.315,6.42,3.96,4.035,3.698,3.743,6.003,5.84,6.443,6.303
374,quick fix,fix,quick,"[('quick', 'JJ')]","[('fix', 'NN')]",6.012,6.007,6.212,6.259,4.238,4.579,4.184,4.595,6.165,5.988,6.361,6.139
375,real fix,fix,real,"[('real', 'JJ')]","[('fix', 'NN')]",6.185,6.255,6.415,6.565,3.975,4.073,3.719,3.78,5.913,5.697,6.206,5.947
376,right fix,fix,right,"[('right', 'JJ')]","[('fix', 'NN')]",6.088,6.112,6.374,6.506,4.249,4.439,4.075,4.311,6.121,5.964,6.48,6.359
377,safe fix,fix,safe,"[('safe', 'JJ')]","[('fix', 'NN')]",6.539,6.848,6.792,7.231,3.533,3.457,3.348,3.193,6.408,6.376,6.707,6.734
378,same fix,fix,same,"[('same', 'JJ')]","[('fix', 'NN')]",5.362,5.192,5.452,5.122,4.433,4.598,4.11,4.362,5.528,5.278,5.76,5.28
379,simple fix,fix,simple,"[('simple', 'JJ')]","[('fix', 'NN')]",6.01,6.004,6.453,6.625,3.754,3.761,3.319,3.178,5.995,5.816,6.397,6.236
380,pretty straightforward fix,fix,pretty straightforward,"[('pretty', 'RB'), ('straightforward', 'JJ')]","[('fix', 'NN')]",6.24,6.28,6.27,6.35,4.54,4.85,4.21,4.52,6.18,6,6.14,5.85
381,verified fixed,fixed,verified,"[('verified', 'JJ')]","[('fixed', 'NN')]",5.213,5.277,5.203,5.306,4.711,4.623,4.703,4.556,5.181,5.228,5.183,5.275
382,boolean flag,flag,boolean,"[('boolean', 'JJ')]","[('flag', 'NN')]",5.52,5.414,5.546,5.267,4.17,4.253,3.979,4.093,5.463,5.441,5.589,5.6
383,new flag,flag,new,"[('new', 'JJ')]","[('flag', 'NN')]",6.23,6.272,7.082,7.575,4.48,4.635,4.208,4.442,5.607,5.62,5.887,6.043
384,sensitive flag,flag,sensitive,"[('sensitive', 'JJ')]","[('flag', 'NN')]",5.51,5.331,5.857,5.733,3.837,3.839,3.521,3.417,5.15,5.011,5.341,5.229
385,more flexibility,flexibility,more,"[('more', 'JJ')]","[('flexibility', 'NN')]",5.942,5.826,6.45,6.224,4.408,4.41,4.316,4.224,5.654,5.496,6.146,5.852
386,local folder,folder,local,"[('local', 'JJ')]","[('folder', 'NN')]",5.851,5.882,6.218,6.471,3.883,4.116,3.083,3.457,5.719,5.771,6.256,6.67
387,new folder,folder,new,"[('new', 'JJ')]","[('folder', 'NN')]",6.001,6.053,6.849,7.424,4.256,4.533,3.633,4.281,5.523,5.537,5.761,5.932
388,other folder,folder,other,"[('other', 'JJ')]","[('folder', 'NN')]",5.422,5.382,5.648,5.623,3.917,4.15,3.282,3.76,5.502,5.515,5.923,6.175
389,smart folder,folder,smart,"[('smart', 'JJ')]","[('folder', 'NN')]",6.109,6.251,6.544,6.964,3.811,4.215,3.339,3.845,5.732,5.844,6.026,6.327
390,special folder,folder,special,"[('special', 'JJ')]","[('folder', 'NN')]",5.801,5.831,6.503,6.904,3.936,4.237,3.182,3.608,5.671,5.727,6.141,6.503
391,virtual folder,folder,virtual,"[('virtual', 'JJ')]","[('folder', 'NN')]",5.87,5.9,6.405,6.76,4.01,4.277,3.283,3.763,5.668,5.7,5.885,6.113
392,local folders,folders,local,"[('local', 'JJ')]","[('folders', 'NN')]",5.861,6.083,6.199,6.797,4.356,4.187,4.182,3.773,5.701,5.876,5.945,6.417
393,large font,font,large,"[('large', 'JJ')]","[('font', 'NN')]",5.648,5.696,5.958,6.394,4.212,4.298,3.954,4.238,5.58,5.494,5.84,5.534
394,special font,font,special,"[('special', 'JJ')]","[('font', 'NN')]",5.918,6.282,6.032,6.504,3.694,3.794,3.556,3.644,6.13,6.018,6.306,6.23
395,first frame,frame,first,"[('first', 'JJ')]","[('frame', 'NN')]",5.702,5.756,6.229,6.684,4.406,4.455,4.156,4.218,5.56,5.526,6.115,6.281
396,anonymous function,function,anonymous,"[('anonymous', 'JJ')]","[('function', 'NN')]",5.456,5.454,5.878,6.042,4.298,4.318,3.826,3.69,5.568,5.442,5.92,5.794
397,new function,function,new,"[('new', 'JJ')]","[('function', 'NN')]",6.146,6.332,6.647,7.196,4.271,4.305,4.2,4.249,5.719,5.613,5.974,5.868
398,basic functionality,functionality,basic,"[('basic', 'JJ')]","[('functionality', 'NN')]",5.628,5.665,5.637,5.957,4.317,4.211,3.945,3.423,5.497,5.547,5.623,5.933
399,new functionality,functionality,new,"[('new', 'JJ')]","[('functionality', 'NN')]",5.951,6.129,6.561,7.344,4.543,4.466,4.621,4.43,5.383,5.448,5.637,5.954
400,same functionality,functionality,same,"[('same', 'JJ')]","[('functionality', 'NN')]",5.616,5.718,5.788,6.182,4.478,4.396,4.622,4.432,5.514,5.598,5.488,5.73
401,near future,future,near,"[('near', 'JJ')]","[('future', 'NN')]",5.638,5.411,6.005,5.667,4.634,4.512,4.709,4.399,5.416,5.373,5.436,5.388
402,first glance,glance,first,"[('first', 'JJ')]","[('glance', 'NN')]",6.153,6.298,6.457,6.83,3.967,4.306,3.678,4.207,5.747,5.832,5.866,6.061
403,good guess,guess,good,"[('good', 'JJ')]","[('guess', 'NN')]",6.041,6.481,6.63,7.503,4.067,4.071,3.983,4.034,5.637,5.938,5.87,6.444
404,horrible hack,hack,horrible,"[('horrible', 'JJ')]","[('hack', 'NN')]",4.69,4.8,4.092,4.167,4.732,4.608,4.93,4.655,5.147,5.32,5.072,5.568
405,common hadoop,hadoop,common,"[('common', 'JJ')]","[('hadoop', 'NN')]",4.814,4.764,4.42,4.13,4.055,3.871,3.363,2.541,5.099,5.112,4.96,4.95
406,correct hadoop,hadoop,correct,"[('correct', 'JJ')]","[('hadoop', 'NN')]",5.72,5.84,6.2,6.8,4.31,4.2,4.08,3.62,5.7,5.81,6.16,6.74
407,high hadoop,hadoop,high,"[('high', 'JJ')]","[('hadoop', 'NN')]",5.59,5.7,5.97,6.46,4.05,3.86,4.11,3.67,5.41,5.5,5.65,5.98
408,other hand,hand,other,"[('other', 'JJ')]","[('hand', 'NN')]",5.709,5.683,5.984,6.025,4.153,4.18,3.665,3.507,5.703,5.678,6.053,6.139
409,special handling,handling,special,"[('special', 'JJ')]","[('handling', 'NN')]",5.82,6.019,6.231,6.847,4.185,3.994,3.959,3.437,5.743,5.916,6.048,6.575
410,right hand side,hand side,right,"[('right', 'JJ')]","[('hand', 'NN'), ('side', 'NN')]",5.418,5.322,6.1,6.2,4.33,4.65,4.216,4.754,5.538,5.4,5.942,5.974
411,new header,header,new,"[('new', 'JJ')]","[('header', 'NN')]",5.822,5.916,6.424,6.966,4.344,4.536,3.98,4.306,5.412,5.4,5.344,5.286
412,great help,help,great,"[('great', 'JJ')]","[('help', 'NN')]",6.87,6.938,7.073,7.185,4.13,4.057,4.098,3.991,6.537,6.407,6.682,6.56
413,same host,host,same,"[('same', 'JJ')]","[('host', 'NN')]",5.546,5.528,5.71,5.712,4.284,4.43,3.862,4.186,5.546,5.516,5.81,5.834
414,few hour,hour,few,"[('few', 'JJ')]","[('hour', 'NN')]",5.427,5.479,5.562,5.818,4.399,4.56,4.185,4.585,5.434,5.299,5.65,5.351
415,good icon,icon,good,"[('good', 'JJ')]","[('icon', 'NN')]",5.953,5.953,6.783,7.148,4.045,4.225,3.433,3.63,5.738,5.77,6.145,6.39
416,new icon,icon,new,"[('new', 'JJ')]","[('icon', 'NN')]",6.127,6.144,6.872,7.284,4.166,4.378,3.872,4.288,5.592,5.576,5.792,5.859
417,awesome idea,idea,awesome,"[('awesome', 'JJ')]","[('idea', 'NN')]",7.054,7.174,7.171,7.299,5.099,5.404,5.112,5.449,6.253,6.43,6.333,6.526
418,basic idea,idea,basic,"[('basic', 'JJ')]","[('idea', 'NN')]",5.877,5.673,6.469,6.183,4.157,4.028,3.665,3.17,5.739,5.681,6.125,6.132
419,current idea,idea,current,"[('current', 'JJ')]","[('idea', 'NN')]",5.722,5.48,6.17,5.74,3.813,3.66,3.633,3.115,5.643,5.562,6.105,6.095
420,general idea,idea,general,"[('general', 'JJ')]","[('idea', 'NN')]",5.756,5.58,6.214,5.8,4.147,4.051,3.914,3.544,5.638,5.572,5.941,5.857
421,good idea,idea,good,"[('good', 'JJ')]","[('idea', 'NN')]",6.683,6.703,7.202,7.336,4.145,3.911,4.031,3.648,5.968,5.973,6.207,6.276
422,great idea,idea,great,"[('great', 'JJ')]","[('idea', 'NN')]",7.001,7.095,7.15,7.27,4.378,4.165,4.33,4.076,6.225,6.392,6.311,6.504
423,main idea,idea,main,"[('main', 'JJ')]","[('idea', 'NN')]",5.966,5.816,6.49,6.206,4.182,4.122,3.986,3.652,5.958,5.934,6.466,6.638
424,nice idea,idea,nice,"[('nice', 'JJ')]","[('idea', 'NN')]",6.928,6.847,6.928,6.847,4.145,3.667,4.145,3.667,6.271,6.422,6.271,6.422
425,not good idea,idea,not good,"[('not', 'RB'), ('good', 'JJ')]","[('idea', 'NN')]",4.989,4.443,4.974,3.936,4.913,4.99,5.074,5.283,5.13,4.863,5.13,4.64
426,other idea,idea,other,"[('other', 'JJ')]","[('idea', 'NN')]",6.173,5.96,6.481,6.197,4.077,3.89,3.884,3.494,5.971,5.944,6.158,6.183
427,probably good idea,idea,probably good,"[('probably', 'RB'), ('good', 'JJ')]","[('idea', 'NN')]",5.963,5.733,6.693,6.513,4.347,4.29,3.935,3.572,5.548,5.42,6.047,6.013
428,really good idea,idea,really good,"[('really', 'RB'), ('good', 'JJ')]","[('idea', 'NN')]",7.16,7.499,7.579,8.01,4.014,3.536,3.869,3.284,6.211,6.423,6.441,6.707
429,terrible idea,idea,terrible,"[('terrible', 'JJ')]","[('idea', 'NN')]",4.835,4.093,4.617,3.244,4.334,4.25,4.226,4,4.951,4.554,4.924,4.246
430,very good idea,idea,very good,"[('very', 'RB'), ('good', 'JJ')]","[('idea', 'NN')]",6.86,6.952,7.393,7.639,3.982,3.654,3.811,3.305,6.105,6.192,6.38,6.56
431,very nice idea,idea,very nice,"[('very', 'RB'), ('nice', 'JJ')]","[('idea', 'NN')]",6.854,6.861,6.973,6.993,3.859,3.253,3.763,3.083,6.277,6.509,6.343,6.58
432,new image,image,new,"[('new', 'JJ')]","[('image', 'NN')]",5.911,5.951,6.7,7.262,4.502,4.625,4.155,4.492,5.48,5.412,5.903,5.831
433,current implementation,implementation,current,"[('current', 'JJ')]","[('implementation', 'NN')]",5.382,5.453,5.341,5.515,4.383,4.263,4.193,3.789,5.474,5.572,5.547,5.819
434,initial implementation,implementation,initial,"[('initial', 'JJ')]","[('implementation', 'NN')]",5.532,5.645,5.777,6.162,4.416,4.288,4.152,3.728,5.651,5.794,5.733,6.093
435,native implementation,implementation,native,"[('native', 'JJ')]","[('implementation', 'NN')]",5.602,5.71,5.328,5.486,4.158,4.004,3.846,3.268,5.562,5.662,5.838,6.26
436,new implementation,implementation,new,"[('new', 'JJ')]","[('implementation', 'NN')]",5.9,6.085,6.518,7.277,4.475,4.379,4.488,4.231,5.417,5.491,5.452,5.678
437,other implementation,implementation,other,"[('other', 'JJ')]","[('implementation', 'NN')]",5.488,5.582,5.67,6.008,4.425,4.283,4.088,3.635,5.568,5.723,5.75,6.125
438,own implementation,implementation,own,"[('own', 'JJ')]","[('implementation', 'NN')]",5.602,5.704,5.736,6.104,4.406,4.292,4.436,4.154,5.472,5.546,5.532,5.8
439,official implementation,implementation,official,"[('official', 'JJ')]","[('implementation', 'NN')]",5.18,5.19,6.31,6.97,4.4,4.37,4.08,3.62,5.24,5.25,4.58,4.37
440,good improvement,improvement,good,"[('good', 'JJ')]","[('improvement', 'NN')]",6.754,6.997,6.986,7.325,4.258,3.89,4.266,3.824,6.283,6.163,6.419,6.321
441,great improvement,improvement,great,"[('great', 'JJ')]","[('improvement', 'NN')]",6.598,6.766,6.848,7.087,4.44,4.178,4.393,4.046,6.286,6.221,6.506,6.47
442,many improvement,improvement,many,"[('many', 'JJ')]","[('improvement', 'NN')]",5.787,5.668,6.4,6.34,4.808,4.786,4.648,4.496,5.384,5.172,5.849,5.468
443,nice improvement,improvement,nice,"[('nice', 'JJ')]","[('improvement', 'NN')]",6.624,6.77,6.76,6.947,4.238,3.68,4.224,3.62,6.402,6.32,6.517,6.448
444,other improvement,improvement,other,"[('other', 'JJ')]","[('improvement', 'NN')]",5.75,5.585,6.247,6.103,4.178,4.022,3.95,3.453,5.947,5.823,6.447,6.362
445,possible improvement,improvement,possible,"[('possible', 'JJ')]","[('improvement', 'NN')]",6.658,6.892,6.822,7.102,4.375,3.847,4.452,3.945,6.18,5.897,6.127,5.765
446,significant improvement,improvement,significant,"[('significant', 'JJ')]","[('improvement', 'NN')]",5.906,5.795,6.535,6.534,4.349,4.245,4.406,4.133,5.768,5.621,6.239,6.059
447,additional info,info,additional,"[('additional', 'JJ')]","[('info', 'NN')]",6.076,6.149,6.321,6.514,3.816,3.814,3.51,3.397,5.407,5.485,5.384,5.541
448,appropriate info,info,appropriate,"[('appropriate', 'JJ')]","[('info', 'NN')]",6,6.014,6.484,6.748,4.07,4.098,3.518,3.422,5.682,5.726,5.672,5.982
449,good info,info,good,"[('good', 'JJ')]","[('info', 'NN')]",6.55,7.026,6.801,7.443,3.741,3.738,3.636,3.587,5.581,5.938,5.768,6.273
450,more info,info,more,"[('more', 'JJ')]","[('info', 'NN')]",5.814,5.767,5.963,5.964,4.217,4.352,4.148,4.369,5.416,5.481,5.42,5.6
451,useful info,info,useful,"[('useful', 'JJ')]","[('info', 'NN')]",5.856,5.906,6.221,6.396,4.225,4.356,3.924,4.029,5.615,5.844,5.826,6.274
452,additional information,information,additional,"[('additional', 'JJ')]","[('information', 'NN')]",6.003,5.946,6.304,6.294,3.735,4.099,3.222,3.682,5.458,5.483,5.482,5.528
453,additional information,information,additional,"[('additional', 'JJ')]","[('information.</b', 'NN')]",5.718,5.917,5.947,6.42,4.348,4.179,4.212,3.815,5.279,5.347,5.308,5.469
454,detailed information,information,detailed,"[('detailed', 'JJ')]","[('information', 'NN')]",6.05,5.964,6.304,6.28,3.634,4.094,3.236,3.804,5.562,5.602,5.65,5.784
455,enough information,information,enough,"[('enough', 'JJ')]","[('information', 'NN')]",5.722,5.612,6.096,5.976,3.94,4.224,3.478,4.064,5.51,5.534,5.6,5.702
456,further information,information,further,"[('further', 'JJ')]","[('information', 'NN')]",5.702,5.54,5.742,5.445,3.808,4.17,3.713,4.415,5.365,5.347,5.275,5.22
457,good information,information,good,"[('good', 'JJ')]","[('information', 'NN')]",6.483,6.63,6.911,7.257,3.62,4.074,3.327,3.889,5.789,5.959,5.94,6.251
458,helpful information,information,helpful,"[('helpful', 'JJ')]","[('information', 'NN')]",6.206,6.278,6.866,7.188,3.792,4.22,3.282,3.852,5.7,5.884,5.938,6.282
459,more information,information,more,"[('more', 'JJ')]","[('information', 'NN')]",5.873,5.77,6.051,5.908,3.95,4.342,3.61,4.272,5.502,5.526,5.528,5.595
460,more useful information,information,more useful,"[('more', 'RB'), ('useful', 'JJ')]","[('information', 'NN')]",5.796,5.689,6.204,6.143,4.023,4.371,3.399,3.949,5.589,5.629,5.913,6.173
461,new information,information,new,"[('new', 'JJ')]","[('information', 'NN')]",6.443,6.612,6.876,7.21,3.891,4.559,3.702,4.532,5.421,5.421,5.517,5.575
462,other information,information,other,"[('other', 'JJ')]","[('information', 'NN')]",5.928,5.834,5.912,5.704,3.527,3.82,3.004,3.354,5.79,5.89,5.837,6.059
463,personal information,information,personal,"[('personal', 'JJ')]","[('information', 'NN')]",5.788,5.71,6.243,6.202,3.965,4.213,3.23,3.695,5.498,5.513,5.575,5.665
464,useful information,information,useful,"[('useful', 'JJ')]","[('information', 'NN')]",6.142,6.113,6.668,6.843,3.894,4.233,3.286,3.792,5.779,5.871,6.095,6.455
465,more detailed information,information,more detailed,"[('more', 'RB'), ('detailed', 'JJ')]","[('information', 'NN')]",5.652,5.574,6.4,6.432,4.032,4.242,3.242,3.712,5.392,5.394,5.71,5.864
466,correct input,input,correct,"[('correct', 'JJ')]","[('input', 'NN')]",5.13,5.15,4.77,4.63,3.83,4.03,3.32,3.48,5.79,5.7,6.29,6.36
467,more input,input,more,"[('more', 'JJ')]","[('input', 'NN')]",5.717,5.923,5.597,5.871,4.199,4.533,4.064,4.596,5.836,5.749,5.976,5.881
468,clean install,install,clean,"[('clean', 'JJ')]","[('install', 'NN')]",5.998,6.027,6.551,6.853,4.119,4.191,3.614,3.561,5.891,5.743,6.277,6.073
469,fresh install,install,fresh,"[('fresh', 'JJ')]","[('install', 'NN')]",6.062,6.132,6.495,6.767,3.652,3.62,3.117,2.813,6.058,5.983,6.58,6.532
470,new installation,installation,new,"[('new', 'JJ')]","[('installation', 'NN')]",5.856,6.031,6.511,7.24,4.511,4.733,4.206,4.596,5.483,5.44,5.807,5.834
471,first instance,instance,first,"[('first', 'JJ')]","[('instance', 'NN')]",5.863,6.077,6.375,7.065,4.407,4.273,4.348,4.022,5.573,5.703,5.965,6.443
472,new instance,instance,new,"[('new', 'JJ')]","[('instance', 'NN')]",6.037,6.26,6.542,7.311,4.599,4.523,4.579,4.369,5.504,5.599,5.601,5.9
473,original intent,intent,original,"[('original', 'JJ')]","[('intent', 'NN')]",5.906,5.964,6.074,6.186,4.279,4.246,4.069,3.946,5.896,5.874,6.14,6.086
474,new interface,interface,new,"[('new', 'JJ')]","[('interface', 'NN')]",5.892,5.99,6.409,6.956,4.362,4.542,4.072,4.434,5.605,5.505,5.984,5.901
475,comfortable interface,interface,comfortable,"[('comfortable', 'JJ')]","[('interface', 'NN')]",6.26,6.5,6.95,7.77,4.13,4.33,3.13,3.02,6.02,5.99,6.68,6.95
476,above issue,issue,above,"[('above', 'JJ')]","[('issue', 'NN')]",5.005,5.232,4.762,5.17,4.368,4.323,4.418,4.353,5.415,5.41,5.702,5.815
477,critical issue,issue,critical,"[('critical', 'JJ')]","[('issue', 'NN')]",4.363,4.556,4.303,4.481,4.589,4.634,4.529,4.552,5.072,4.793,5.108,4.827
478,further issue,issue,further,"[('further', 'JJ')]","[('issue', 'NN')]",5.506,5.802,5.048,5.598,4.626,4.638,4.612,4.644,5.504,5.504,5.608,5.676
479,new issue,issue,new,"[('new', 'JJ')]","[('issue', 'NN')]",5.732,6.159,5.974,6.984,4.362,4.321,4.691,4.764,5.522,5.537,5.574,5.628
480,other issue,issue,other,"[('other', 'JJ')]","[('issue', 'NN')]",5.173,5.375,4.924,5.412,4.229,4.176,3.949,3.648,5.478,5.478,5.641,5.726
481,outstanding issue,issue,outstanding,"[('outstanding', 'JJ')]","[('issue', 'NN')]",5.63,6.133,5.713,6.593,4.22,4.119,4.023,3.76,6.016,6.2,6.12,6.444
482,related issue,issue,related,"[('related', 'JJ')]","[('issue', 'NN')]",5.158,5.418,5.09,5.662,4.382,4.346,4.222,4.058,5.214,5.14,5.476,5.48
483,same issue,issue,same,"[('same', 'JJ')]","[('issue', 'NN')]",4.678,4.852,4.328,4.526,4.555,4.572,4.557,4.566,5.052,4.933,5.071,4.865
484,separate issue,issue,separate,"[('separate', 'JJ')]","[('issue', 'NN')]",4.532,4.724,4.414,4.645,4.186,3.987,4.092,3.813,5.055,4.788,5.068,4.77
485,similar issue,issue,similar,"[('similar', 'JJ')]","[('issue', 'NN')]",5.401,5.593,5.328,6.02,4.168,4.108,3.726,3.319,5.537,5.551,5.934,6.167
486,config item,item,config,"[('config', 'JJ')]","[('item', 'NN')]",5.25,5.24,5.46,5.54,4.09,4.29,3.67,4.05,5.38,5.36,5.46,5.45
487,first item,item,first,"[('first', 'JJ')]","[('item', 'NN')]",5.713,5.777,6.356,6.887,4.207,4.389,3.691,4.09,5.603,5.617,6.091,6.384
488,menu item,item,menu,"[('menu', 'JJ')]","[('item', 'NN')]",5.706,5.787,5.993,6.344,4.093,4.317,3.581,3.921,5.739,5.791,6.127,6.437
489,other item,item,other,"[('other', 'JJ')]","[('item', 'NN')]",5.444,5.474,5.617,5.783,3.949,4.134,3.261,3.441,5.586,5.603,5.927,6.141
490,new jira,jira,new,"[('new', 'JJ')]","[('jira', 'NN')]",6.162,6.474,6.642,7.46,4.482,4.348,4.422,4.134,5.696,5.86,5.596,5.894
491,other jira,jira,other,"[('other', 'JJ')]","[('jira', 'NN')]",5.514,5.614,5.646,5.968,4.144,3.972,3.96,3.44,5.674,5.808,5.942,6.41
492,good job,job,good,"[('good', 'JJ')]","[('job', 'NN')]",6.323,6.822,6.724,7.477,3.947,3.88,3.776,3.633,5.529,6.058,5.568,6.314
